No.,Time,Source,Destination,Protocol,Length,Info
59,5.791422,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
60,5.791435,172.27.224.251,172.27.224.250,TCP,60,54272  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
61,5.801699,172.27.224.250,172.27.224.251,TCP,60,"502  >  54272 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
62,5.801712,172.27.224.251,172.27.224.250,TCP,60,54272  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
63,5.802395,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
64,5.802643,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
65,5.80289,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
66,5.803138,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
67,5.803394,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
68,5.803641,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
69,5.803888,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
70,5.804138,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
71,5.80439,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
72,5.804639,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
73,5.804886,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
74,5.805135,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
75,5.813988,172.27.224.250,172.27.224.251,TCP,60,502  >  54272 [ACK] Seq=1 Ack=7 Win=8712 Len=0
76,5.82252,172.27.224.250,172.27.224.251,TCP,60,502  >  54272 [ACK] Seq=1 Ack=13 Win=8707 Len=0
77,5.823335,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
78,6.025589,172.27.224.251,172.27.224.250,TCP,60,54272  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
79,6.151715,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
80,7.241335,172.27.224.251,172.27.224.250,TCP,60,"54272  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
81,7.251659,172.27.224.250,172.27.224.251,TCP,60,502  >  54272 [ACK] Seq=13 Ack=14 Win=8712 Len=0
82,7.252466,172.27.224.250,172.27.224.251,TCP,60,"502  >  54272 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
83,7.252478,172.27.224.251,172.27.224.250,TCP,60,54272  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
84,7.252655,172.27.224.250,172.27.224.251,TCP,60,"502  >  54272 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
85,7.261542,172.27.224.250,172.27.224.251,TCP,60,502  >  54272 [RST] Seq=14 Win=0 Len=0
86,8.151723,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
87,8.689138,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
88,8.691465,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
89,8.691467,172.27.224.251,172.27.224.250,TCP,60,54273  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
90,8.701732,172.27.224.250,172.27.224.251,TCP,60,"502  >  54273 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
91,8.701734,172.27.224.251,172.27.224.250,TCP,60,54273  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
92,8.702901,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
93,8.703155,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
94,8.703401,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
95,8.703649,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
96,8.7039,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
97,8.704151,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
98,8.704399,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
99,8.704649,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
100,8.704895,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
101,8.70515,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
102,8.705397,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
103,8.705645,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
104,8.71403,172.27.224.250,172.27.224.251,TCP,60,502  >  54273 [ACK] Seq=1 Ack=7 Win=8712 Len=0
105,8.722528,172.27.224.250,172.27.224.251,TCP,60,502  >  54273 [ACK] Seq=1 Ack=13 Win=8707 Len=0
106,8.723341,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
107,8.925616,172.27.224.251,172.27.224.250,TCP,60,54273  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
108,10.141885,172.27.224.251,172.27.224.250,TCP,60,"54273  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
109,10.151629,172.27.224.250,172.27.224.251,TCP,60,502  >  54273 [ACK] Seq=13 Ack=14 Win=8712 Len=0
110,10.151662,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
111,10.152765,172.27.224.250,172.27.224.251,TCP,60,"502  >  54273 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
112,10.152781,172.27.224.251,172.27.224.250,TCP,60,54273  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
113,10.152964,172.27.224.250,172.27.224.251,TCP,60,"502  >  54273 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
114,10.161565,172.27.224.250,172.27.224.251,TCP,60,502  >  54273 [RST] Seq=14 Win=0 Len=0
115,11.589655,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
116,11.5915,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
117,11.591505,172.27.224.251,172.27.224.250,TCP,60,54274  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
118,11.601752,172.27.224.250,172.27.224.251,TCP,60,"502  >  54274 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
119,11.601765,172.27.224.251,172.27.224.250,TCP,60,54274  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
120,11.60236,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
121,11.602607,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
122,11.60286,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
123,11.603108,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
124,11.603356,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
125,11.603603,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
126,11.603853,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
127,11.604111,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
128,11.604353,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
129,11.604603,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
130,11.604849,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
131,11.605102,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
132,11.613239,172.27.224.250,172.27.224.251,TCP,60,502  >  54274 [ACK] Seq=1 Ack=7 Win=8712 Len=0
133,11.622851,172.27.224.250,172.27.224.251,TCP,60,502  >  54274 [ACK] Seq=1 Ack=13 Win=8707 Len=0
134,11.623663,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
135,11.825922,172.27.224.251,172.27.224.250,TCP,60,54274  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
136,12.15169,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
137,13.041288,172.27.224.251,172.27.224.250,TCP,60,"54274  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
138,13.051717,172.27.224.250,172.27.224.251,TCP,60,502  >  54274 [ACK] Seq=13 Ack=14 Win=8712 Len=0
139,13.052522,172.27.224.250,172.27.224.251,TCP,60,"502  >  54274 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
140,13.052537,172.27.224.251,172.27.224.250,TCP,60,54274  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
141,13.052721,172.27.224.250,172.27.224.251,TCP,60,"502  >  54274 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
142,13.061646,172.27.224.250,172.27.224.251,TCP,60,502  >  54274 [RST] Seq=14 Win=0 Len=0
143,14.151664,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
144,14.4891,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
145,14.491533,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
146,14.491538,172.27.224.251,172.27.224.250,TCP,60,54275  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
147,14.501819,172.27.224.250,172.27.224.251,TCP,60,"502  >  54275 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
148,14.501827,172.27.224.251,172.27.224.250,TCP,60,54275  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
149,14.502876,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
150,14.503119,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
151,14.503369,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
152,14.503618,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
153,14.50387,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
154,14.50413,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
155,14.504367,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
156,14.504613,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
157,14.504867,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
158,14.505126,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
159,14.505364,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
160,14.505611,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
161,14.514302,172.27.224.250,172.27.224.251,TCP,60,502  >  54275 [ACK] Seq=1 Ack=7 Win=8712 Len=0
162,14.522579,172.27.224.250,172.27.224.251,TCP,60,502  >  54275 [ACK] Seq=1 Ack=13 Win=8707 Len=0
163,14.523391,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
164,14.725637,172.27.224.251,172.27.224.250,TCP,60,54275  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
165,15.941832,172.27.224.251,172.27.224.250,TCP,60,"54275  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
166,15.951679,172.27.224.250,172.27.224.251,TCP,60,502  >  54275 [ACK] Seq=13 Ack=14 Win=8712 Len=0
167,15.952477,172.27.224.250,172.27.224.251,TCP,60,"502  >  54275 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
168,15.952488,172.27.224.251,172.27.224.250,TCP,60,54275  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
169,15.952667,172.27.224.250,172.27.224.251,TCP,60,"502  >  54275 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
170,15.961671,172.27.224.250,172.27.224.251,TCP,60,502  >  54275 [RST] Seq=14 Win=0 Len=0
171,16.151649,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
172,17.389717,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
173,17.391573,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
174,17.391588,172.27.224.251,172.27.224.250,TCP,60,54276  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
175,17.401827,172.27.224.250,172.27.224.251,TCP,60,"502  >  54276 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
176,17.40183,172.27.224.251,172.27.224.250,TCP,60,54276  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
177,17.402377,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
178,17.40263,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
179,17.402878,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
180,17.403127,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
181,17.403373,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
182,17.403626,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
183,17.403875,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
184,17.404124,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
185,17.40437,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
186,17.40463,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
187,17.404872,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
188,17.405121,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
189,17.414149,172.27.224.250,172.27.224.251,TCP,60,502  >  54276 [ACK] Seq=1 Ack=7 Win=8712 Len=0
190,17.422662,172.27.224.250,172.27.224.251,TCP,60,502  >  54276 [ACK] Seq=1 Ack=13 Win=8707 Len=0
191,17.423462,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
192,17.625748,172.27.224.251,172.27.224.250,TCP,60,54276  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
193,18.151613,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
194,18.841365,172.27.224.251,172.27.224.250,TCP,60,"54276  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
195,18.851749,172.27.224.250,172.27.224.251,TCP,60,502  >  54276 [ACK] Seq=13 Ack=14 Win=8712 Len=0
196,18.852942,172.27.224.250,172.27.224.251,TCP,60,"502  >  54276 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
197,18.852958,172.27.224.251,172.27.224.250,TCP,60,54276  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
