No.,Time,Source,Destination,Protocol,Length,Info
38,3.036457,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
39,3.036704,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
40,3.036958,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
41,3.037205,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
42,3.037454,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
43,3.037702,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
44,3.037957,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
45,3.038203,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
46,3.038451,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
47,3.046546,172.27.224.250,172.27.224.251,TCP,60,502  >  50012 [ACK] Seq=1 Ack=7 Win=8712 Len=0
48,3.056072,172.27.224.250,172.27.224.251,TCP,60,502  >  50012 [ACK] Seq=1 Ack=13 Win=8707 Len=0
49,3.056896,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
50,3.259156,172.27.224.251,172.27.224.250,TCP,60,50012  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
51,4.00005,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
52,4.474687,172.27.224.251,172.27.224.250,TCP,60,"50012  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
53,4.484914,172.27.224.250,172.27.224.251,TCP,60,502  >  50012 [ACK] Seq=13 Ack=14 Win=8712 Len=0
54,4.485732,172.27.224.250,172.27.224.251,TCP,60,"502  >  50012 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
55,4.485752,172.27.224.251,172.27.224.250,TCP,60,50012  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
56,4.485927,172.27.224.250,172.27.224.251,TCP,60,"502  >  50012 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
57,4.494897,172.27.224.250,172.27.224.251,TCP,60,502  >  50012 [RST] Seq=14 Win=0 Len=0
58,5.922466,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
59,5.924818,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
60,5.9249,172.27.224.251,172.27.224.250,TCP,60,50013  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
61,5.935086,172.27.224.250,172.27.224.251,TCP,60,"502  >  50013 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
62,5.935099,172.27.224.251,172.27.224.250,TCP,60,50013  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
63,5.936242,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
64,5.936487,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
65,5.936733,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
66,5.936987,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
67,5.937233,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
68,5.937481,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
69,5.937729,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
70,5.937983,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
71,5.938231,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
72,5.938479,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
73,5.938729,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
74,5.938982,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
75,5.947389,172.27.224.250,172.27.224.251,TCP,60,502  >  50013 [ACK] Seq=1 Ack=7 Win=8712 Len=0
76,5.955884,172.27.224.250,172.27.224.251,TCP,60,502  >  50013 [ACK] Seq=1 Ack=13 Win=8707 Len=0
77,5.956689,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
78,5.999914,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
79,6.158956,172.27.224.251,172.27.224.250,TCP,60,50013  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
80,7.375171,172.27.224.251,172.27.224.250,TCP,60,"50013  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
81,7.384968,172.27.224.250,172.27.224.251,TCP,60,502  >  50013 [ACK] Seq=13 Ack=14 Win=8712 Len=0
82,7.38617,172.27.224.250,172.27.224.251,TCP,60,"502  >  50013 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
83,7.386192,172.27.224.251,172.27.224.250,TCP,60,50013  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
84,7.386376,172.27.224.250,172.27.224.251,TCP,60,"502  >  50013 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
85,7.394962,172.27.224.250,172.27.224.251,TCP,60,502  >  50013 [RST] Seq=14 Win=0 Len=0
86,7.999953,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
87,8.822987,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
88,8.824879,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
89,8.824892,172.27.224.251,172.27.224.250,TCP,60,50014  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
90,8.835101,172.27.224.250,172.27.224.251,TCP,60,"502  >  50014 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
91,8.835116,172.27.224.251,172.27.224.250,TCP,60,50014  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
92,8.835715,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
93,8.835963,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
94,8.83621,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
95,8.836458,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
96,8.836709,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
97,8.83696,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
98,8.837206,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
99,8.837454,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
100,8.837707,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
101,8.837954,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
102,8.838203,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
103,8.83845,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
104,8.846568,172.27.224.250,172.27.224.251,TCP,60,502  >  50014 [ACK] Seq=1 Ack=7 Win=8712 Len=0
105,8.856171,172.27.224.250,172.27.224.251,TCP,60,502  >  50014 [ACK] Seq=1 Ack=13 Win=8707 Len=0
106,8.85703,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
107,9.059269,172.27.224.251,172.27.224.250,TCP,60,50014  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
108,9.9999,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
109,10.274665,172.27.224.251,172.27.224.250,TCP,60,"50014  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
110,10.284993,172.27.224.250,172.27.224.251,TCP,60,502  >  50014 [ACK] Seq=13 Ack=14 Win=8712 Len=0
111,10.28582,172.27.224.250,172.27.224.251,TCP,60,"502  >  50014 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
112,10.28584,172.27.224.251,172.27.224.250,TCP,60,50014  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
113,10.286021,172.27.224.250,172.27.224.251,TCP,60,"502  >  50014 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
114,10.294974,172.27.224.250,172.27.224.251,TCP,60,502  >  50014 [RST] Seq=14 Win=0 Len=0
115,11.722506,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
116,11.724906,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
117,11.724919,172.27.224.251,172.27.224.250,TCP,60,50015  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
118,11.735157,172.27.224.250,172.27.224.251,TCP,60,"502  >  50015 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
119,11.735171,172.27.224.251,172.27.224.250,TCP,60,50015  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
120,11.736267,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
121,11.736519,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
122,11.736767,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
123,11.737015,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
124,11.737263,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
125,11.737517,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
126,11.737765,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
127,11.738013,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
128,11.738261,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
129,11.738515,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
130,11.738764,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
131,11.739011,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
132,11.746654,172.27.224.250,172.27.224.251,TCP,60,502  >  50015 [ACK] Seq=1 Ack=7 Win=8712 Len=0
133,11.757236,172.27.224.250,172.27.224.251,TCP,60,502  >  50015 [ACK] Seq=1 Ack=13 Win=8707 Len=0
134,11.758091,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
135,11.960294,172.27.224.251,172.27.224.250,TCP,60,50015  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
136,11.999851,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
137,13.17526,172.27.224.251,172.27.224.250,TCP,60,"50015  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
138,13.185028,172.27.224.250,172.27.224.251,TCP,60,502  >  50015 [ACK] Seq=13 Ack=14 Win=8712 Len=0
139,13.186233,172.27.224.250,172.27.224.251,TCP,60,"502  >  50015 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
140,13.18625,172.27.224.251,172.27.224.250,TCP,60,50015  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
141,13.18643,172.27.224.250,172.27.224.251,TCP,60,"502  >  50015 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
142,13.194999,172.27.224.250,172.27.224.251,TCP,60,502  >  50015 [RST] Seq=14 Win=0 Len=0
143,13.99985,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
144,14.62304,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
145,14.624939,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
146,14.62495,172.27.224.251,172.27.224.250,TCP,60,50016  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
147,14.635195,172.27.224.250,172.27.224.251,TCP,60,"502  >  50016 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
148,14.635209,172.27.224.251,172.27.224.250,TCP,60,50016  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
149,14.635769,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
150,14.636016,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
151,14.63627,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
152,14.636518,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
153,14.636765,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
154,14.637016,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
155,14.637261,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
156,14.637515,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
157,14.637763,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
158,14.638012,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
159,14.638261,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
160,14.638512,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
161,14.647499,172.27.224.250,172.27.224.251,TCP,60,502  >  50016 [ACK] Seq=1 Ack=7 Win=8712 Len=0
162,14.655999,172.27.224.250,172.27.224.251,TCP,60,502  >  50016 [ACK] Seq=1 Ack=13 Win=8707 Len=0
163,14.656799,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
164,14.859002,172.27.224.251,172.27.224.250,TCP,60,50016  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
165,15.999862,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
166,16.074686,172.27.224.251,172.27.224.250,TCP,60,"50016  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
167,16.075075,172.27.224.250,172.27.224.251,TCP,60,502  >  50016 [ACK] Seq=13 Ack=14 Win=8712 Len=0
168,16.07634,172.27.224.250,172.27.224.251,TCP,60,"502  >  50016 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
169,16.076358,172.27.224.251,172.27.224.250,TCP,60,50016  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
170,16.076537,172.27.224.250,172.27.224.251,TCP,60,"502  >  50016 [RST, ACK] Seq=14 Ack=14 Win=8712 Len=0"
171,16.085046,172.27.224.250,172.27.224.251,TCP,60,502  >  50016 [RST] Seq=14 Win=0 Len=0
172,17.513262,AsustekC_64:40:79,Broadcast,ARP,60,Who has 172.27.224.250? Tell 172.27.224.251
173,17.514969,Telemech_09:51:3b,AsustekC_64:40:79,ARP,64,172.27.224.250 is at 00:80:f4:09:51:3b [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
174,17.514982,172.27.224.251,172.27.224.250,TCP,60,50017  >  502 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
175,17.525264,172.27.224.250,172.27.224.251,TCP,60,"502  >  50017 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0"
176,17.525275,172.27.224.251,172.27.224.250,TCP,60,50017  >  502 [ACK] Seq=1 Ack=1 Win=2048 Len=0
177,17.526,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=1"
178,17.526249,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=2 Ack=1 Win=2048 Len=1"
179,17.526495,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=3 Ack=1 Win=2048 Len=1"
180,17.526742,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=4 Ack=1 Win=2048 Len=1"
181,17.526995,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=5 Ack=1 Win=2048 Len=1"
182,17.527243,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=6 Ack=1 Win=2048 Len=1"
183,17.527489,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=7 Ack=1 Win=2048 Len=1"
184,17.527739,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=8 Ack=1 Win=2048 Len=1"
185,17.527993,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=9 Ack=1 Win=2048 Len=1"
186,17.528241,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=10 Ack=1 Win=2048 Len=1"
187,17.528489,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=11 Ack=1 Win=2048 Len=1"
188,17.528737,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [PSH, ACK] Seq=12 Ack=1 Win=2048 Len=1"
189,17.536743,172.27.224.250,172.27.224.251,TCP,60,502  >  50017 [ACK] Seq=1 Ack=7 Win=8712 Len=0
190,17.546288,172.27.224.250,172.27.224.251,TCP,60,502  >  50017 [ACK] Seq=1 Ack=13 Win=8707 Len=0
191,17.54711,172.27.224.250,172.27.224.251,Modbus/TCP,66,"Response: Trans:     1; Unit:   1, Func:   6: Write Single Register"
192,17.749309,172.27.224.251,172.27.224.250,TCP,60,50017  >  502 [ACK] Seq=13 Ack=13 Win=2036 Len=0
193,17.999806,HewlettP_8e:40:b3,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 32768/0/00:18:6e:d7:8a:c0  Cost = 38  Port = 0x8005 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]
194,18.964955,172.27.224.251,172.27.224.250,TCP,60,"50017  >  502 [FIN, ACK] Seq=13 Ack=13 Win=2036 Len=0"
195,18.975116,172.27.224.250,172.27.224.251,TCP,60,502  >  50017 [ACK] Seq=13 Ack=14 Win=8712 Len=0
196,18.975928,172.27.224.250,172.27.224.251,TCP,60,"502  >  50017 [FIN, ACK] Seq=13 Ack=14 Win=8712 Len=0"
197,18.975946,172.27.224.251,172.27.224.250,TCP,60,50017  >  502 [ACK] Seq=14 Ack=14 Win=2036 Len=0
